Reg;Type;Airline;Time;Date;Flight;From;Found;Source
JA8558;A300;JL;00:27;2007.01.01;JL1662;IZO-HND;Osaka Japan.;ACARS LOG 0000 20070101 to 2359 20070101
N33264;B738;CO;00:27;2007.01.01;CO1737;EWR-MEX;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
JA8965;B744;NH;00:27;2007.01.01;NH0672;HIJ-HND;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
VH-TJM;B734;QF;00:27;2007.01.01;TN0679;MEL-ADL;Melbourne, Australia;ACARS LOG 0000 20070101 to 2359 20070101
N262PS;CRJ2;JIA;00:27;2007.01.01;US2446;DAY-PHL;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N606DL;B752;DL;00:27;2007.01.01;DL1833;BOS-PBI;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
C-GAQL;A319;AC;00:27;2007.01.01;AC0697;YYT-YYZ;Sherbrooke, Quebec, Canada;ACARS LOG 0000 20070101 to 2359 20070101
N590US;B733;US;00:27;2007.01.01;US0851;BWI-CLT;Raleigh, NC,USA;ACARS LOG 0000 20070101 to 2359 20070101
I-BIKI;A320;AZ;00:27;2007.01.01;AZ0830;MXP-CAI;acarsd.org home - Hungary appr. 150km from BUD;ACARS LOG 0000 20070101 to 2359 20070101
N779NC;DC9-51;NW;00:28;2007.01.01;NW1504;STL-DTW-YYZ;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N681DA;B752;DL;00:28;2007.01.01;DL0279;JFK-MEX;Pensacola, FL;ACARS LOG 0000 20070101 to 2359 20070101
JA8269;B763;JL;00:28;2007.01.01;JL1801;HND-KMJ;Narita-NRT-Japan;ACARS LOG 0000 20070101 to 2359 20070101
N577US;B733;US;00:28;2007.01.01;US1674;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N828MD;E170;RPA;00:28;2007.01.01;RW3477;BDL-DCA;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
JA8979;B772;JL;00:28;2007.01.01;JL1011;HND-CTS;Narita-NRT-Japan;ACARS LOG 0000 20070101 to 2359 20070101
N314US;A320;NW;00:29;2007.01.01;NW1095;OMA-MSP;Pensacola, FL;ACARS LOG 0000 20070101 to 2359 20070101
N835AW;A319;HP;00:29;2007.01.01;HP0262;DTW-LAS-PHX-YYZ;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
VH-VXH;B738;QF;00:29;2007.01.01;QF0775;;Perth, Western Australia;ACARS LOG 0000 20070101 to 2359 20070101
N33203;B738;CO;00:29;2007.01.01;CO1648;IAH-FLL;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N894AT;B712;FL;00:29;2007.01.01;FL1943;MCO-EWR;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N605NW;DC9-32;NW;00:29;2007.01.01;NW0824;IND-MCO;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N9339;DC9-31;NW;00:29;2007.01.01;NW1706;MSP-DCA;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N925US;DC9-32;NW;00:29;2007.01.01;NW1770;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
VH-ZXA;B763;QF;00:29;2007.01.01;QF0516;SYD-BNE;Australia;ACARS LOG 0000 20070101 to 2359 20070101
G-DOCX;B734;BA;00:29;2007.01.01;BA2967;EGPF-EGKK;Sheffield 53.51N,1.60W 755ft ASL UK;ACARS LOG 0000 20070101 to 2359 20070101
N725AE;E135;MQ;00:29;2007.01.01;MQ4918;;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N1402A;B763;DL;00:29;2007.01.01;DL0304;ATL-PTY;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N752NW;DC9-41;NW;00:29;2007.01.01;NW1763;PHL-DTW;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N577AA;MD82;AA;00:29;2007.01.01;AA1336;TUS-DFW;Pensacola, FL;ACARS LOG 0000 20070101 to 2359 20070101
N913AN;B738;AA;00:30;2007.01.01;AA0646;MIA-YYZ;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
C-GKFR;CRJ2;QK;00:30;2007.01.01;QK8895;YHZ-BOS;Boston, MA;ACARS LOG 0000 20070101 to 2359 20070101
N322NB;A319;NW;00:30;2007.01.01;NW1062;SAT-DTW;Houston,Texas USA;ACARS LOG 0000 20070101 to 2359 20070101
N662AA;B752;AA;00:30;2007.01.01;AA2396;EGE-EWR;Urbandale, IA;ACARS LOG 0000 20070101 to 2359 20070101
N606NW;DC9-32;NW;00:30;2007.01.01;NW0637;FLL-IND-LGA;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N625JB;A320;JBU;00:30;2007.01.01;B60547;EWR-PBI;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
VH-OGQ;B763;QF;00:30;2007.01.01;QF0136;TPE-SYD;Melbourne, Australia;ACARS LOG 0000 20070101 to 2359 20070101
N823AW;A319;HP;00:31;2007.01.01;HP0304;RDU-PHX-LAX;Raleigh, NC,USA;ACARS LOG 0000 20070101 to 2359 20070101
C-FEIX;E175;AC;00:31;2007.01.01;AC0262;YWG-YYZ;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
N23721;B737;CO;00:31;2007.01.01;CO1791;MRLB-EWR;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N839AW;A319;US;00:31;2007.01.01;HP0283;EWR-PHX;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N9343;DC9-31;NW;00:31;2007.01.01;NW1788;DTW-PHL;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N533AT;ATR 72-500;MQ;00:31;2007.01.01;MQ5007;;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
VH-NXB;B712;NJS;00:31;2007.01.01;QF1910;PER-KTA;Perth, Western Australia;ACARS LOG 0000 20070101 to 2359 20070101
N829AY;CRJ2;FLG;00:31;2007.01.01;9E5600;MSO-MSP-DSM;Urbandale, IA;ACARS LOG 0000 20070101 to 2359 20070101
JA8304;A320;NH;00:32;2007.01.01;NH0442;MYJ-ITM;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N57111;B752;CO;00:32;2007.01.01;CO1792;EWR-MCO;HFDL from Derby, central UK;ACARS LOG 0000 20070101 to 2359 20070101
N750UW;A319;US;00:32;2007.01.01;US1764;CLT-BOS;Raleigh, NC,USA;ACARS LOG 0000 20070101 to 2359 20070101
N560AA;MD82;AA;00:32;2007.01.01;AA1733;ORD-BNA;Boston, MA;ACARS LOG 0000 20070101 to 2359 20070101
N514AU;B733;US;00:32;2007.01.01;US1222;TPA-PHL-ALB;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
JA708A;B772;NH;00:32;2007.01.01;000000;;Narita-NRT-Japan;ACARS LOG 0000 20070101 to 2359 20070101
VP-BWW;B763;SU;00:32;2007.01.01;SU0304;YYZ-SVO;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
JA756A;B773;NH;00:32;2007.01.01;NH0016;ITM-HND;Tokyo Japan http://ashman.dip.jp/ab/;ACARS LOG 0000 20070101 to 2359 20070101
N26226;B738;CO;00:32;2007.01.01;CO1086;IAH-MCO;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
JA8180;B742;JL;00:33;2007.01.01;JL6071;LAX-SFO-ANC-RJAA;Sendai,Japan;ACARS LOG 0000 20070101 to 2359 20070101
N695AN;B752;AA;00:33;2007.01.01;AA1999;EWR-MIA;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
VT-EVA;B744;AI;00:33;2007.01.01;AI0160;EGLL-VIDP;Portsmouth, UK;ACARS LOG 0000 20070101 to 2359 20070101
N59630;B735;CO;00:33;2007.01.01;CO0551;RDU-IAH-ELP;Raleigh, NC,USA;ACARS LOG 0000 20070101 to 2359 20070101
C-GBIJ;A319;AC;00:33;2007.01.01;AC0961;ANU-YYZ;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N917FR;A319;FFT;00:33;2007.01.01;F90356;TPA-DEN;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N265AV;A320;GWY;00:33;2007.01.01;U50778;DTW-RSW;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
JA754A;B773;NH;00:33;2007.01.01;NH0050;CTS-HND;Sendai,Japan;ACARS LOG 0000 20070101 to 2359 20070101
N413UA;A320;UA;00:33;2007.01.01;UA1083;TNCA-ORD;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
JA8197;B772;NH;00:34;2007.01.01;NH0245;HND-FUK;Narita-NRT-Japan;ACARS LOG 0000 20070101 to 2359 20070101
N668AW;A320;HP;00:34;2007.01.01;HP0025;BOS-PHX;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
F-GISA;B744;AF;00:34;2007.01.01;AF0345;YUL-CDG;Sherbrooke, Quebec, Canada;ACARS LOG 0000 20070101 to 2359 20070101
N542JB;A320;JBU;00:34;2007.01.01;B60429;BOS-PBI;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
C-FYJG;A319;AC;00:34;2007.01.01;AC1162;YVR-YYZ;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
JA8299;B763;JL;00:34;2007.01.01;JL1305;HND-KIX;Narita-NRT-Japan;ACARS LOG 0000 20070101 to 2359 20070101
VH-VQQ;A320;JST;00:34;2007.01.01;JQ0245;OOL-MEL;Melbourne, Australia;ACARS LOG 0000 20070101 to 2359 20070101
N25201;B738;CO;00:34;2007.01.01;CO0956;GUM-TKK-PNI-KSA-KWA-MAJ-HNL;Hobart,Tasmania,Australia;ACARS LOG 0000 20070101 to 2359 20070101
N685FE;A300;FX;00:34;2007.01.01;FX0957;MEM-PHL;Raleigh, NC,USA;ACARS LOG 0000 20070101 to 2359 20070101
N271AV;A320;GWY;00:34;2007.01.01;U50282;EWR-FLL;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N18556;E145;BTA;00:34;2007.01.01;XE2298;HRL-IAH;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
C-FDJA;CRJ2;QK;00:34;2007.01.01;QK8541;YYZ-YQT;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
4X-EKC;B738;LY;00:34;2007.01.01;LY0564;WAW-TLV;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
JA8383;A320;EL;00:35;2007.01.01;NH2152;CTS-NRT;Tokyo Japan SUB;ACARS LOG 0000 20070101 to 2359 20070101
JA8905;B744;JL;00:35;2007.01.01;JL1905;HND-OKA;Narita-NRT-Japan;ACARS LOG 0000 20070101 to 2359 20070101
JA8400;A320;NH;00:35;2007.01.01;000000;;Sendai,Japan;ACARS LOG 0000 20070101 to 2359 20070101
N129DL;B763;DL;00:35;2007.01.01;DL0968;ATL-SEA;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
JA8945;B773;JL;00:35;2007.01.01;JL1711;HND-FUK;Narita-NRT-Japan;ACARS LOG 0000 20070101 to 2359 20070101
HL7601;B744;KE;00:35;2007.01.01;KE0579;LOWW-LLBG;acarsd.org home - Hungary appr. 150km from BUD;ACARS LOG 0000 20070101 to 2359 20070101
N549US;B752;NW;00:35;2007.01.01;NW0079;GUM-KIX;Osaka Japan.;ACARS LOG 0000 20070101 to 2359 20070101
JA752J;B773;JL;00:35;2007.01.01;JL1502;ITM-HND;Tokyo Japan http://ashman.dip.jp/ab/;ACARS LOG 0000 20070101 to 2359 20070101
N926AN;B738;AA;00:35;2007.01.01;AA2172;BZE-MIA-DCA;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
F-GSPR;B772;AF;00:35;2007.01.01;000000;;Narita-NRT-Japan;ACARS LOG 0000 20070101 to 2359 20070101
F-GSPR;B772;AF;00:35;2007.01.01;AF0276;CDG-NRT;Narita-NRT-Japan;ACARS LOG 0000 20070101 to 2359 20070101
N521UA;B752;UA;00:35;2007.01.01;UA0964;DEN-BOS;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N668DN;B752;DL;00:36;2007.01.01;DL0347;DEN-ATL;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
PK-GSG;B744;GA;00:36;2007.01.01;GA0880;DPS-CGK-NRT;Narita-NRT-Japan;ACARS LOG 0000 20070101 to 2359 20070101
N526AU;B733;US;00:36;2007.01.01;US0878;FLL-CLT-MCI;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N983TW;MD83;AA;00:36;2007.01.01;AA1406;DFW-EWR;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N14613;B735;CO;00:36;2007.01.01;CO1564;EWR-MCO;Houston,Texas USA;ACARS LOG 0000 20070101 to 2359 20070101
N568AA;MD83;AA;00:36;2007.01.01;AA1235;YYZ-ORD-PDX;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
N996DL;MD88;DL;00:36;2007.01.01;DL0358;ATL-FLL;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N191AN;B752;AA;00:36;2007.01.01;AA0676;SAT-DFW-MCO;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N464AA;MD82;AA;00:37;2007.01.01;AA1795;FLL-LGA-YYZ;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
N463AA;MD82;AA;00:37;2007.01.01;AA0562;SLC-DFW-PHL;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
PH-BQN;B777;KL;00:37;2007.01.01;KL0692;YYZ-EHAM;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
N836AE;E140;MQ;00:37;2007.01.01;MQ3918;;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N756AF;B752;---;00:37;2007.01.01;GS0001;;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N765US;A319;US;00:37;2007.01.01;US1788;CLT-LGA;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N136QS;HS125;---;00:37;2007.01.01;GS0001;DROP-PING;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N717AE;E135;MQ;00:38;2007.01.01;MQ4770;;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
N373UA;B733;UA;00:38;2007.01.01;UA0368;DEN-STL;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N834AW;A319;HP;00:38;2007.01.01;HP0407;SEA-PHX-SAT;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
JA8198;B772;NH;00:38;2007.01.01;NH0673;HND-HIJ;Tokyo Japan http://ashman.dip.jp/ab/;ACARS LOG 0000 20070101 to 2359 20070101
JA8384;A320;NH;00:38;2007.01.01;NH1792;KCZ-KIX;Osaka Japan.;ACARS LOG 0000 20070101 to 2359 20070101
JA8971;B763;NH;00:38;2007.01.01;NH0602;KMI-HND;Tokyo Japan http://ashman.dip.jp/ab/;ACARS LOG 0000 20070101 to 2359 20070101
N726AE;E135;MQ;00:39;2007.01.01;MQ4735;;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N530UA;B752;UA;00:39;2007.01.01;UA0237;IAD-SFO;Urbandale, IA;ACARS LOG 0000 20070101 to 2359 20070101
N9621A;MD83;AA;00:39;2007.01.01;AA1579;ORD-JAC;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
JA8286;B763;NH;00:39;2007.01.01;000000;;Narita-NRT-Japan;ACARS LOG 0000 20070101 to 2359 20070101
N26215;B738;CO;00:39;2007.01.01;CO0249;FLL-IAH;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
B-18607;B738;CA;00:39;2007.01.01;CI7516;;Osaka Japan.;ACARS LOG 0000 20070101 to 2359 20070101
JA8020;MD90-30;JL;00:39;2007.01.01;JL1225;HND-MSJ;Sendai,Japan;ACARS LOG 0000 20070101 to 2359 20070101
N936AN;B738;AA;00:39;2007.01.01;AA2018;MIA-DCA;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
VH-TJI;B734;QF;00:39;2007.01.01;TN0763;CBR-MEL;Melbourne, Australia;ACARS LOG 0000 20070101 to 2359 20070101
N176AT;B737;FL;00:40;2007.01.01;FL0082;FLL-ATL;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N589US;B733;US;00:40;2007.01.01;US1649;DCA-PHL-YYZ;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N386AA;B763;AA;00:40;2007.01.01;AA0823;MIA-LAX;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N584NK;A321;NK;00:40;2007.01.01;NK0683;DTW-RSW;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N395AN;B763;AA;00:40;2007.01.01;AA0068;MIA-MAD;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N659UA;B763;UA;00:40;2007.01.01;UA0917;FRA-IAD-SEA;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
G-TTID;A321;GT;00:40;2007.01.01;GT027H;LCPH-EGCC;Sheffield 53.31N,1.35W 755ft ASL UK;ACARS LOG 0000 20070101 to 2359 20070101
JA8568;B763;NH;00:40;2007.01.01;NH0692;UBJ-HND;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N712US;A319;US;00:40;2007.01.01;US0918;CLT-EWR;Pensacola, FL;ACARS LOG 0000 20070101 to 2359 20070101
JA8984;B772;JL;00:40;2007.01.01;000000;;Osaka Japan.;ACARS LOG 0000 20070101 to 2359 20070101
HB-IQJ;A330;SWR;00:40;2007.01.01;LX0017;JFK-LSZH;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
D-ABVE;B744;LH;00:41;2007.01.01;LH0778;FRA-CGK;acarsd.org home - Hungary appr. 150km from BUD;ACARS LOG 0000 20070101 to 2359 20070101
C-GKEU;CRJ2;QK;00:41;2007.01.01;QK8947;YSJ-YYZ;Sherbrooke, Quebec, Canada;ACARS LOG 0000 20070101 to 2359 20070101
JA8960;B744;NH;00:41;2007.01.01;NH0242;FUK-HND;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N808NW;A330;NW;00:41;2007.01.01;NW0038;KBOS-EHAM;Boston, MA;ACARS LOG 0000 20070101 to 2359 20070101
N17928;E145;BTA;00:41;2007.01.01;XE3137;IAH-MSP;Houston,Texas USA;ACARS LOG 0000 20070101 to 2359 20070101
N209PS;CRJ2;JIA;00:41;2007.01.01;US2588;PHL-ALB;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N17169;E145;BTA;00:41;2007.01.01;XE3102;MKE-IAH;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N17730;B737;CO;00:41;2007.01.01;CO0529;DEN-EWR;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N14230;B738;CO;00:41;2007.01.01;CO0331;PBI-IAH;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N484AA;MD82;AA;00:41;2007.01.01;AA0742;AUS-DFW-LGA;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N14959;E145;BTA;00:41;2007.01.01;XE2763;EWR-DTW;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
JA751J;B773;JL;00:41;2007.01.01;JL1000;CTS-HND;Tokyo Japan SUB;ACARS LOG 0000 20070101 to 2359 20070101
N8733G;CRJ4;FLG;00:41;2007.01.01;9E4786;IND-BOS;Boston, MA;ACARS LOG 0000 20070101 to 2359 20070101
N8924B;CRJ2;FLG;00:41;2007.01.01;9E2887;MSP-YYZ;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
N327NW;A320;NW;00:42;2007.01.01;NW1042;BIL-MSP-MEM;Urbandale, IA;ACARS LOG 0000 20070101 to 2359 20070101
N754AS;B734;AS;00:42;2007.01.01;AS0379;SJC-PDX;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
JA8066;MD90-30;JL;00:42;2007.01.01;JL2151;ITM-AOJ;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
B-2223;A319;CAG;00:42;2007.01.01;CA1969;;shanghai;ACARS LOG 0000 20070101 to 2359 20070101
C-GBIN;A319;AC;00:42;2007.01.01;AC1841;TGPY-YYZ;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N739AE;E135;MQ;00:42;2007.01.01;MQ4823;;Boston, MA;ACARS LOG 0000 20070101 to 2359 20070101
N376UA;B733;UA;00:42;2007.01.01;UA0687;LGA-ORD;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N318UA;B733;UA;00:42;2007.01.01;UA0446;SLC-ORD-CLT;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N665DN;B752;DL;00:42;2007.01.01;DL1082;ATL-BUF;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N409WN;B737;WN;00:42;2007.01.01;WN0199;MCO-PHL;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N14308;B733;CO;00:42;2007.01.01;CO1688;IAH-DTW;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N17159;E145;BTA;00:42;2007.01.01;XE2005;AGU-IAH-ORF;Pensacola, FL;ACARS LOG 0000 20070101 to 2359 20070101
N561AA;MD82;AA;00:42;2007.01.01;AA1086;ELP-DFW;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N370NB;A319;NW;00:42;2007.01.01;NW0575;MIA-MSP;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N393AN;B763;AA;00:43;2007.01.01;AA0062;KMIA-LFPG;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N517JB;A320;JBU;00:43;2007.01.01;B60556;RSW-EWR;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
JA8912;B744;JL;00:43;2007.01.01;JL8831;HND-GMP;Tokyo Japan http://ashman.dip.jp/ab/;ACARS LOG 0000 20070101 to 2359 20070101
N583JB;A320;JBU;00:43;2007.01.01;B60378;FLL-LGA;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N391DA;B738;DL;00:43;2007.01.01;DL1899;LAX-BOS;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N657DL;B752;DL;00:43;2007.01.01;DL0300;LGA-ATL-CCS;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N320FE;DC10-30F;FX;00:43;2007.01.01;FX0952;MEM-BOS;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
JA8065;MD90-30;JL;00:44;2007.01.01;JD1883;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N678AN;B752;AA;00:44;2007.01.01;AA0000;;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
G-OOOK;B752;DP;00:44;2007.01.01;DP462D;GCRR-EGCC;Leeds;ACARS LOG 0000 20070101 to 2359 20070101
C-FSJJ;CRJ1;AC;00:44;2007.01.01;QK7916;YYZ-PHL;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
JA8069;MD90-30;JL;00:44;2007.01.01;JL1603;HND-HIJ;Tokyo Japan http://ashman.dip.jp/ab/;ACARS LOG 0000 20070101 to 2359 20070101
VH-VXN;B738;QF;00:44;2007.01.01;QF0423;SYD-MEL;Melbourne, Australia;ACARS LOG 0000 20070101 to 2359 20070101
N598AA;MD83;AA;00:44;2007.01.01;AA0354;LAX-ORD-LGA;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N424US;B734;US;00:44;2007.01.01;US1081;PIT-FLL;Raleigh, NC,USA;ACARS LOG 0000 20070101 to 2359 20070101
N269AV;A320;GWY;00:44;2007.01.01;U50486;MCO-PIE-CLE;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N350NA;A320;NW;00:44;2007.01.01;NW0366;SFO-MSP;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N12530;E135;BTA;00:44;2007.01.01;XE2218;SLW-IAH-BRO;Pensacola, FL;ACARS LOG 0000 20070101 to 2359 20070101
JA016D;A300;JL;00:45;2007.01.01;JL1821;HND-KKJ;Narita-NRT-Japan;ACARS LOG 0000 20070101 to 2359 20070101
N834AW;A319;HP;00:45;2007.01.01;HP0070;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N822MD;E170;RW;00:45;2007.01.01;RW3476;IAH-PHL-PVD;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N268AV;A320;GWY;00:45;2007.01.01;U50648;ORD-RSW;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N662UA;B763;UA;00:45;2007.01.01;UA0936;SFO-IAD-LSZH;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N342NW;A320;NW;00:45;2007.01.01;NW1273;;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N607JB;A320;JBU;00:45;2007.01.01;B60173;JFK-SJC;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
C-GBHO;A319;AC;00:46;2007.01.01;AC0992;MEX-YYZ;Toronto, Canada;ACARS LOG 0000 20070101 to 2359 20070101
N913UA;B735;UA;00:46;2007.01.01;UA0801;GSO-ORD;Raleigh, NC,USA;ACARS LOG 0000 20070101 to 2359 20070101
JA8985;B772;JL;00:46;2007.01.01;JL1863;HND-KOJ;Narita-NRT-Japan;ACARS LOG 0000 20070101 to 2359 20070101
C-FEKJ;E175;AC;00:46;2007.01.01;AC0723;LGA-YYZ;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
N563AA;MD83;AA;00:46;2007.01.01;AA0335;LGA-ORD;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
G-VWOW;B744;VS;00:46;2007.01.01;VS0000;;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
N549AS;B738;AS;00:46;2007.01.01;AS0015;BOS-SEA;Boston, MA;ACARS LOG 0000 20070101 to 2359 20070101
N308UA;B733;UA;00:47;2007.01.01;UA0563;PHL-ORD;Philadelphia;ACARS LOG 0000 20070101 to 2359 20070101
JA846A;DH84;AKX;00:47;2007.01.01;NH1604;KCZ-ITM;Osaka Japan.;ACARS LOG 0000 20070101 to 2359 20070101
N965AN;B738;AA;00:47;2007.01.01;AA1294;MIA-ATL;Orlando, FL.;ACARS LOG 0000 20070101 to 2359 20070101
N521UA;B752;UA;00:47;2007.01.01;UA0489;IAD-DEN;Urbandale, IA;ACARS LOG 0000 20070101 to 2359 20070101
N22909;E145;BTA;00:47;2007.01.01;XE2373;IAH-DAL;Houston,Texas USA;ACARS LOG 0000 20070101 to 2359 20070101
PH-HZN;B738;HV;00:47;2007.01.01;HV0666;LPA-AMS;somewhere;ACARS LOG 0000 20070101 to 2359 20070101
